web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,détails,etat,adresse,prix,image_lien-src,description
"1715911224-134","https://www.expat-dakar.com/equipements-pieces?page=44","Pièces d’excavatrice CAT Caterpillar 320D, 326 – 4700
Neuf
Colobane,
Dakar

13. nov. '23, 13:21

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/pieces-dexcavatrice-cat-caterpillar-320d-326-4700-5884822","Pièces d’excavatrice CAT Caterpillar 320D, 326 – 4700","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6936d8f5767e3068c5d8979a17f0d600/-/horizon-files-prod/ed/picture/q6xk68wg/6051ce34b9b736f63cd28469576d3f3bd1b4136c.jpg","Pièces d'excavatrice CAT Caterpillar 320D, injecteur de carburant à rampe commune 326 - 4700

Description pour les injecteursVolvo Injector est l'un des injecteurs les plus professionnels largement utilisés sur les turcs, les voitures, les bus. Parce que le moteur Volvo est l'un des moteurs les plus populaires ."
"1715911226-135","https://www.expat-dakar.com/equipements-pieces?page=44","HUILE SAE 50 (5L)
Neuf
Colobane,
Dakar

25. oct. '23, 16:38

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/huile-sae-50-5l-5806497","HUILE SAE 50 (5L)","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/17fcf75b77048c25d2dc3665b114493b/-/horizon-files-prod/ed/picture/q44dv0z9/d06263afc0ec62dde13de8926c6d7bbbdf6acfaf.jpg","HUILE SAE 50 (5L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911231-136","https://www.expat-dakar.com/equipements-pieces?page=44","PNEUS POUR VOITURES en vente
Venant
Avenue Bourguiba,
Dakar

14. nov. '23, 23:53

90 000 F Cfa","https://www.expat-dakar.com/annonce/pneus-pour-voitures-en-vente-5931830","PNEUS POUR VOITURES en vente","Venant","Avenue Bourguiba

Dakar","90 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0fe47a4f713b1ce0d312c6035c58888b/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/q8v5kv6r/17be26b7f031da54a609adb0a2dd91785cb6f66c.jpg","Lots de pneus BRIDGESTONES venant n'ayant jamais roulés"
"1715911239-137","https://www.expat-dakar.com/equipements-pieces?page=43","KIT DE PLAQUETTES, FREIN À DISQUE, ARRIÈRE
Neuf
Colobane,
Dakar

15. nov. '23, 09:28

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/kit-de-plaquettes-frein-a-disque-arriere-5884923","KIT DE PLAQUETTES, FREIN À DISQUE, ARRIÈRE","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7e3151b6fdb541509315faa3981239d/-/horizon-files-prod/ed/picture/q78574km/474aa4b7b063e85f3914dec486bd6ecd28827814.jpg","KIT DE PLAQUETTES, FREIN À DISQUE, ARRIÈRE"
"1715911241-138","https://www.expat-dakar.com/equipements-pieces?page=43","HUILE MOTEUR 15W40
Neuf
Colobane,
Dakar

15. nov. '23, 09:30

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/huile-moteur-15w40-5806524","HUILE MOTEUR 15W40","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ab0e27e63367d46474bf139d4db6e46/-/horizon-files-prod/ed/picture/qv4p6g22/5b066cc532e8557cd1f688b9245b9f2b5eea5dba.jpg","HUILE MOTEUR 15W40 disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911246-139","https://www.expat-dakar.com/equipements-pieces?page=43","HUILE MOTEUR 10W40 4 TEMPS
Neuf
Colobane,
Dakar

15. nov. '23, 09:31

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/huile-moteur-10w40-4-temps-5806504","HUILE MOTEUR 10W40 4 TEMPS","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f4fb35d5cf4056ab23ccfe6f09b215c/-/horizon-files-prod/ed/picture/q9m8q5p0/b701349732b06cc45c791a4e22ecce246449909f.jpg","HUILE MOTEUR 10W40 4 TEMPS disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911249-140","https://www.expat-dakar.com/equipements-pieces?page=43","Housses de siège voiture
Neuf
Grand-Dakar,
Dakar

24. avr., 11:57

Vendeur vérifié

60 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/housses-de-siege-voiture-5518762","Housses de siège voiture","Neuf","Grand-Dakar

Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/605fcf0d20c0eb8e60059a557b10eb5c/-/horizon-files-prod/ed/picture/qdeej028/04826ca78a32c4a30f92aa6eb545609897dde919.png","confortable et luxueux rend vos housses de siège magnifiques et confortables. Ces ensembles de housses de siège durable et doux de haute qualité, renforcé de 3 mm de mousse respirante pour disperser la chaleur et vous permettre de vous sentir à l'aise et au frais. Il se veut une protection complète pour votre siège et confortable à utiliser.

Installation facile: crochets en S et sangles élastiques réglables Habillage latéral du siège auto protégeant tout déplacement de la housse de siège Et les housses de siège auto sont riches en vision stéréoscopique.

Le coussin de siège arrière de la voiture est composé de deux parties et peut être adapté au siège d'origine. , Installation facile et rapide avec des accessoires robustes, aucune expérience professionnelle requise."
"1715911254-141","https://www.expat-dakar.com/equipements-pieces?page=43","Kit de chaussures, frein arrière
Neuf
Colobane,
Dakar

15. nov. '23, 10:04

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/kit-de-chaussures-frein-arriere-5884843","Kit de chaussures, frein arrière","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f349d23c058c1470ccba9433d782f8b7/-/horizon-files-prod/ed/picture/qzvd4w0n/9297beefe423e8093f2c960d922365f3c86b3113.jpg","Kit de chaussures, frein arrière"
"1715911256-142","https://www.expat-dakar.com/equipements-pieces?page=43","Siège auto pour Bébé haut de gamme
Neuf
Hann maristes,
Dakar

16. nov. '23, 10:52

65 000 F Cfa

775296231","https://www.expat-dakar.com/annonce/siege-auto-pour-bebe-haut-de-gamme-5858220","Siège auto pour Bébé haut de gamme","Neuf","Hann maristes

Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a98a596008b071c421f97e73aef9a01e/-/horizon-files-prod/ed/picture/qenqdqkk/6d801b7d3ff40ee5a38257144e290c94be712974.jpg","Siège auto pour Bébé haut de gamme - Confort max -Réglable en 10 position avec ceinture de sécurité.Livraison possible"
"1715911261-143","https://www.expat-dakar.com/equipements-pieces?page=43","Karcher
Neuf
Hann maristes,
Dakar

16. nov. '23, 10:52

100 000 F Cfa

775296231","https://www.expat-dakar.com/annonce/karcher-4167734","Karcher","Neuf","Hann maristes

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a910d0bd11fa22e6cb6330a2846312c8/-/horizon-files-prod/ed/picture/qmeenmd/6026ac72e8f7fa3fd01dc6093c46edc7308de482.jpg","Laveur Haute pression 1800w 130 bars ! Sa forte pression vous permet de laver en profondeur et efficacement pratiquement tous les endroits, maison, parking, auto, moto etc...! Efficace pour arracher les taches de boues, d'huiles et de saletés les plus tenaces.

Foam produceur vous permettant de la mousse active ( 30litres) sans besoin de frotter."
"1715911264-144","https://www.expat-dakar.com/equipements-pieces?page=43","Pièces et équipements motos
Neuf
Castor,
Dakar

20. nov. '23, 13:15

1 F Cfa

777672682

777672682

338323791","https://www.expat-dakar.com/annonce/pieces-et-equipements-motos-5925926","Pièces et équipements motos","Neuf","Castor

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a7d8b32e0193a3e5a7c0fa620ca828f/-/horizon-files-prod/ed/picture/q9m95dx5/00559d67dd15d97b018b3eba419d2393568d6ae0.jpg","Pièces et équipements motos Jakarta, scooters, tricycles"
"1715911266-145","https://www.expat-dakar.com/equipements-pieces?page=43","Moteur tricycle 200
Neuf
Castor,
Dakar

20. nov. '23, 13:17

235 000 F Cfa

777672682

777672682

338323791","https://www.expat-dakar.com/annonce/moteur-tricycle-200-5901350","Moteur tricycle 200","Neuf","Castor

Dakar","235 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9508d12ffc361a2dc9229cd82315d7b5/-/horizon-files-prod/ed/picture/qwe2ppvp/f45e49d79f7921442a23acf9e7c4781b6bafd0dd.jpg","Moteur pour tricycle 200cc disponible ainsi que toutes les Piece détachées pour tricycles"
"1715911268-146","https://www.expat-dakar.com/equipements-pieces?page=43","Malette moto et scooter
Neuf
Castor,
Dakar

20. nov. '23, 13:19

19 500 F Cfa

777672682

777672682

338323791","https://www.expat-dakar.com/annonce/malette-moto-et-scooter-5907604","Malette moto et scooter","Neuf","Castor

Dakar","19 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b826567775eb94493e3a8b6eb5ffc3a7/-/horizon-files-prod/ed/picture/q9m9jqqw/09692c110a8ca199e26983de37a9e75d556d3a45.jpg","Malette moto avec tous les accessoires disponibles en gros et en détail"
"1715911273-147","https://www.expat-dakar.com/equipements-pieces?page=42","Antivols motos
Neuf
Castor,
Dakar

20. nov. '23, 13:20

8 500 F Cfa

777672682

777672682

338323791","https://www.expat-dakar.com/annonce/antivols-motos-5883533","Antivols motos","Neuf","Castor

Dakar","8 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9f33c2323a7190bd9ae6658a5b2a0f7/-/horizon-files-prod/ed/picture/qxj26ejw/187fb76bd879479f197e337a25fa8e48e8b1b144.jpg","Des antivols pour moto avec ou sans alarme disponible"
"1715911275-148","https://www.expat-dakar.com/equipements-pieces?page=42","Ventilateur
Neuf
Colobane,
Dakar

21. nov. '23, 10:14

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/ventilateur-5804602","Ventilateur","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ce45d13a7651befa38eda665e1dab0e/-/horizon-files-prod/ed/picture/qv4p6pn5/981c230d9f84ca33729b88f374492ab735bc899d.jpg","Vente de Ventilateur automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911278-149","https://www.expat-dakar.com/equipements-pieces?page=42","FILTRE À HUILE D’ORIGINE TOYOTA 90915-YZZD2 .
Neuf
Colobane,
Dakar

21. nov. '23, 10:15

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/filtre-a-huile-dorigine-toyota-90915-yzzd2-5884874","FILTRE À HUILE D’ORIGINE TOYOTA 90915-YZZD2 .","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cb8fd45a696c0f74f7196fe32e5030e/-/horizon-files-prod/ed/picture/q8v5zr6p/e352d0bf2ec9476fc60bee9d7ea4a9c072eccf9e.jpg","NOUVEAU FILTRE À HUILE D'ORIGINE TOYOTA PRADO, KLUGER, CAMRY, HILUX, TARAGO, HIACE 90915-YZZD2Description :

Le filtre à huile est une pièce peu coûteuse qui doit être remplacée régulièrement. Essentiellement, son rôle est, comme son nom l'indique, de filtrer et d'éliminer les particules de saleté de l'huile lorsqu'elle circule dans le moteur. Il permet également une lubrification efficace des centaines de pièces mobiles de précision dans le moteur de votre voiture. Beaucoup de ces pièces fonctionnent à des milliers de mouvements par minute. Même le plus petit corps étranger dans votre moteur peut créer un excès de friction et de dommages. Les filtres à huile aident à prévenir les dommages potentiels au moteur."
"1715911280-150","https://www.expat-dakar.com/equipements-pieces?page=42","Évaporateur
Neuf
Colobane,
Dakar

21. nov. '23, 10:17

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/evaporateur-5803664","Évaporateur","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/939e33ef47411dd2c0d385329fb6c9d9/-/horizon-files-prod/ed/picture/qen5end6/2198b3d79dcdd1d66510b9d563acc40b8453226a.jpg","Vente de évaporateur automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911282-151","https://www.expat-dakar.com/equipements-pieces?page=42","Résistance
Neuf
Colobane,
Dakar

13. oct. '23, 17:22

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/resistance-5804615","Résistance","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5aa75b091575fed3a03b6e6a555da279/-/horizon-files-prod/ed/picture/qj4jermr/cfa21540aa248e350be3f7266f6862d99abdcb46.jpg","Vente de Résistance automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911285-152","https://www.expat-dakar.com/equipements-pieces?page=42","Batterie de voiture 75ah neuve
Neuf
Plateau,
Dakar

27. mars, 02:06

38 000 F Cfa

778885555","https://www.expat-dakar.com/annonce/batterie-de-voiture-75ah-neuve-5942885","Batterie de voiture 75ah neuve","Neuf","Plateau

Dakar","38 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/92bc34dcf7057eb34d077c122743b0de/-/horizon-files-prod/ed/picture/q56xz4nx/5a6eb8816d25df58626f2188d5d01c8e05e53395.jpg","Vente Flash Batterie de voiture 75Ah neuve"
"1715911287-153","https://www.expat-dakar.com/equipements-pieces?page=42","Moteur de ventilateur
Neuf
Colobane,
Dakar

23. nov. '23, 11:20

Vendeur vérifié

776399636","https://www.expat-dakar.com/annonce/moteur-de-ventilateur-5803670","Moteur de ventilateur","Neuf","Colobane

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/155132c910c7b6107e7b6689ee1b1eed/-/horizon-files-prod/ed/picture/q9m8qmmj/4ffd8daaa46f58d9277869bf8b4713ea55bbcfca.jpg","Vente de Moteur de ventilateur automobile pour toutes les marques disponibles appeler nous et prenez rendez-vous. Vous serez étonnés du rapport de la qualité a un prix pas cher.

FROID AUTO CENTENAIRE, le leader de la Climatisation."
"1715911289-154","https://www.expat-dakar.com/equipements-pieces?page=42","BOOSTER DE BATTERIE
Neuf
Mbour,
Thiès

25. mars, 06:12

100 000 F Cfa

774086089

778540224","https://www.expat-dakar.com/annonce/booster-de-batterie-5946773","BOOSTER DE BATTERIE","Neuf","Mbour

Thiès","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/728b40ae31e5d51c6d98e154a09439cf/-/horizon-files-prod/ed/picture/qq475gnj/30b69da337d99b46a3cc3b52a2a695af4eee9196.jpg","Booster de batterie pour voiture .

""Hulkman Alpha 65"".

Démarrage des véhicules essence jusqu'à 6,5 L de cylindrée .

Démarrage des véhicules Diesel jusqu'à 4 L .

Matériel neuf."
"1715911292-155","https://www.expat-dakar.com/equipements-pieces?page=42","BOOSTER DE BATTERIE
Neuf
Mbour,
Thiès

26. mars, 04:01

100 000 F Cfa

774086089

778540224","https://www.expat-dakar.com/annonce/booster-de-batterie-5948151","BOOSTER DE BATTERIE","Neuf","Mbour

Thiès","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6cfc0ef42af7b2d2e657fd4483dcc9e/-/horizon-files-prod/ed/picture/qq475k8v/8bec7d7a3fb923bf9b9436ceed5231aa97e4d515.jpg","Booster de batterie ""Carhev"", 3000 A, 12V pour voiture.

Pour moteur essence et diesel jusqu'à 8L de cylindrée."
"1715911294-156","https://www.expat-dakar.com/equipements-pieces?page=42","HABIB AUTO SERVICES
Neuf
Patte d‘oie,
Dakar

28. nov. '23, 12:53

1 F Cfa

778580391","https://www.expat-dakar.com/annonce/habib-auto-services-5925450","HABIB AUTO SERVICES","Neuf","Patte d‘oie

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1668e0316206e472bac1d4f58399bfcd/-/horizon-files-prod/ed/picture/qwe2gj00/11ba14b90106084bc398aef9434ae74c85becafe.jpg","🏁🚨🏍🏍🚘HABIB AUTO SERVICES 🔐🔑🔑🔑

•Programmation de tout les clé perdues •Duplication clés de voitures

•Réparation télécommande clé de voiture

•Vente coque et protège clé de voiture

Adresse: À Coté du Police des parcelles Assainies"
"1715911298-157","https://www.expat-dakar.com/equipements-pieces?page=41","Housse de Volant en Strass
Neuf
Grand-Dakar,
Dakar

28. nov. '23, 17:00

Vendeur vérifié

7 500 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/housse-de-volant-en-strass-5511017","Housse de Volant en Strass","Neuf","Grand-Dakar

Dakar","7 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a9fc93d202e119defb2e476d1924b34/-/horizon-files-prod/ed/picture/q2jjdnw6/7c075452a1bac790670fd59d8f65b92de4458b0a.jpg","ce couvre-volant apporte un charme à la mode à votre véhicule. Intérieur automobile parfait pour les femmes et les filles.

la bague intérieure avec la ligne antidérapante du couvercle a une forte friction pour empêcher le couvercle de glisser. Les cristaux scintillent sur le couvre volant.

Livraison Possible."
"1715911301-158","https://www.expat-dakar.com/equipements-pieces?page=41","Crémaillère de voitures americaines
Venant
Keur ndiaye lô,
Dakar

samedi, 04:46

150 000 F Cfa

779394022","https://www.expat-dakar.com/annonce/cremaillere-de-voitures-americaines-5951365","Crémaillère de voitures americaines","Venant","Keur ndiaye lô

Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8a2244b3c5c6cf1b84fa7794f1b6355/-/horizon-files-prod/ed/picture/qzvdj7pq/608b9618551ff149478adcc1ca77a2393fb2e9d5.jpg","Modèles: Jeep Cherokee, Chrysler 200, Ford Focus, Ford Escape, Ford Fusion, Chevrolet Equinox, GMC Terrain , Chevrolet Cruze"
"1715911303-159","https://www.expat-dakar.com/equipements-pieces?page=41","programmateurs de calculateur kess ,katag
Neuf
Yoff,
Dakar

2. déc. '23, 16:46

100 000 F Cfa

781600325

775334359","https://www.expat-dakar.com/annonce/programmateurs-de-calculateur-kess-katag-2867812","programmateurs de calculateur kess ,katag","Neuf","Yoff

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a812c4d6fda3420c8dbd1e7adc7c5008/-/horizon-files-prod/ed/picture/qm90v0r/33b1d499b7f8ee62ce7ba0a5f068336999c32acc.jpg","programmateurs de calculateur kess ,katag"
"1715911305-160","https://www.expat-dakar.com/equipements-pieces?page=41","launch x431 crp 909
Neuf
Yoff,
Dakar

2. déc. '23, 16:47

380 000 F Cfa

781600325

775334359","https://www.expat-dakar.com/annonce/launch-x431-crp-909-3969291","launch x431 crp 909","Neuf","Yoff

Dakar","380 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b4b0a6f4b34dd1f9d8f85c7812c27ff/-/horizon-files-prod/ed/picture/q04qjp8/bee5837859e5f404c029fa4fafd54b0134429554.jpg","launch x 431 crp 909 15 fonction spécial mise à jour à vie gratuite"
"1715911308-161","https://www.expat-dakar.com/equipements-pieces?page=41","cles autel universel pour toute voiture
Neuf
Yoff,
Dakar

2. déc. '23, 16:49

20 000 F Cfa

781600325

775334359","https://www.expat-dakar.com/annonce/cles-autel-universel-pour-toute-voiture-5817029","cles autel universel pour toute voiture","Neuf","Yoff

Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f6148141efc61172b20f7e8c33c2d60/-/horizon-files-prod/ed/picture/qq4d09x6/a2272f73ed8dc575a1127e7657ad6d64d4835a00.jpg","cles universel autel pour toute voiture"
"1715911310-162","https://www.expat-dakar.com/equipements-pieces?page=41","HOUSSES SIEGE DE VOITURES
Neuf
Hann maristes,
Dakar

4. déc. '23, 12:59

Vendeur vérifié

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/housses-siege-de-voitures-5798767","HOUSSES SIEGE DE VOITURES","Neuf","Hann maristes

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a62cb2a4375f30f88acc40e55810664c/-/horizon-files-prod/ed/picture/q7876rkx/8f408a0b0d18916ac53fcd4a092b186bbeb288fb.jpg","Housses siège auto pour Hundai , Ford , BMW, Toyota, Peugeot, Mistsubichi, Renault ..."
"1715911312-163","https://www.expat-dakar.com/equipements-pieces?page=41","LED LUMIÈRE POUR VOITURES
Neuf
Hann maristes,
Dakar

5. déc. '23, 15:58

Vendeur vérifié

35 000 F Cfa

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/led-lumiere-pour-voitures-5701137","LED LUMIÈRE POUR VOITURES","Neuf","Hann maristes

Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c70246313ecb28820c1e5b06830db947/-/horizon-files-prod/ed/picture/qj4j5zqd/51f260801066679fc25d86a3ca439a6b204d845c.jpg","Led lumière ambiante"
"1715911315-164","https://www.expat-dakar.com/equipements-pieces?page=41","Pièces Portière Auto
Neuf
Hann maristes,
Dakar

5. déc. '23, 15:59

Vendeur vérifié

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/pieces-portiere-auto-5526475","Pièces Portière Auto","Neuf","Hann maristes

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d93de26b4186dd97267e9fc4af422643/-/horizon-files-prod/ed/picture/q4442jrp/43181e5694d3feeb3da2be2c27e73717dad4257c.jpg","La porte peut être modifiée avec ces outils universels pour la voiture. Les portes verticales renversent la voie d'ouverture traditionnelle vers l'extérieur avec des charnières à ouverture vers le haut. Ces outils sont fabriqués en acier durable, solide et durable."
"1715911317-165","https://www.expat-dakar.com/equipements-pieces?page=41","Bâche Automobile
Neuf
Hann maristes,
Dakar

6. déc. '23, 12:35

Vendeur vérifié

28 000 F Cfa

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/bache-automobile-5526439","Bâche Automobile","Neuf","Hann maristes

Dakar","28 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1556332a95f322263c9416720f55216/-/horizon-files-prod/ed/picture/q2jj2zk6/7b00ba2782290a7ae3600665ce426b59d1640075.jpg","Bâche Automobile de qualité possédant une triple épaisseur,

imperméable et respirante

Assure la protection de votre véhicule et évitant la dégradation de votre carrosserie"
"1715911319-166","https://www.expat-dakar.com/equipements-pieces?page=41","Subwoofer Auto
Neuf
Hann maristes,
Dakar

6. déc. '23, 12:37

Vendeur vérifié

95 000 F Cfa

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/subwoofer-auto-5524342","Subwoofer Auto","Neuf","Hann maristes

Dakar","95 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/70b9d48cdcedeedfbe7d039f00f02dce/-/horizon-files-prod/ed/picture/qennje62/ab26fb564b97d61721e56c172d92e9065d8f2e68.jpg","Subwoofer actif sous le siège avec amplificateur

500/600 watts puissance maximale, très compact , matériel de connexion fusible

Subwoofer garantie les basses de votre musique avec télécommande filaire

95000

85000

70000"
"1715911324-167","https://www.expat-dakar.com/equipements-pieces?page=40","Led Ampoules Phare
Neuf
Hann maristes,
Dakar

6. déc. '23, 12:39

Vendeur vérifié

25 000 F Cfa

785268888

785268888

776968484","https://www.expat-dakar.com/annonce/led-ampoules-phare-5603695","Led Ampoules Phare","Neuf","Hann maristes

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/066924d93694340bfe004c6f38ea39cd/-/horizon-files-prod/ed/picture/qq44mzj6/aea5d56c330b97ec29cf1c9e6337983e7bab0dca.jpg","Led Ampoules phares , éclairage Led pour véhicules meilleure qualité"
"1715911326-168","https://www.expat-dakar.com/equipements-pieces?page=40","Chargeur Sans Fil auto multifonction
Neuf
Point-e,
Dakar

5. avr., 17:11

Vendeur vérifié

20 000 F Cfa

781302424","https://www.expat-dakar.com/annonce/chargeur-sans-fil-auto-multifonction-5954848","Chargeur Sans Fil auto multifonction","Neuf","Point-e

Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8cdb845b70cde15c71018886784b2fac/-/horizon-files-prod/ed/picture/q9m9gknp/bc4ea55d148a13374da26f24caa2910605f6287c.png","Matériau : ABS + PCPoids : Environ 133g (sans le support à ventouse/le clip de ventilation)Taille : 1197456mmEntrée : 5V⎓2A 9V⎓2A 12V⎓2ASortie sans fil : 15W (Max)Taux de conversion : Environ 75%Distance d'induction : 8mm (Max)Méthode d'installation : Style clip / Style coupelle d'inductionPosition fixe : Bouche d'aération/Console centrale/Pare-briseModèles applicables : Compatible avec les téléphones de 4,5-6,7 pouces (65mm≤largeur du téléphone≤85mm)Inclus : Support de charge sans fil1, support à ventouse1, clip de ventilation1, câble de charge de type C1."
"1715911329-169","https://www.expat-dakar.com/equipements-pieces?page=40","Tambeur wagon
Neuf
Thiaroye,
Dakar

7. déc. '23, 09:40

Vendeur vérifié

775010471

776926565

775779729","https://www.expat-dakar.com/annonce/tambeur-wagon-5855799","Tambeur wagon","Neuf","Thiaroye

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9dafa1a4e948934edbdfe09c08c12cc0/-/horizon-files-prod/ed/picture/qxj6457m/2ef6ff29ad0ecb766c56ea3e11e6fc0c472e24f9.jpg","Je vends des tambeurs wagon si vous êtes intéressés ou souhaitez plus d'informations, contactez moi"
"1715911331-170","https://www.expat-dakar.com/equipements-pieces?page=40","Acier
Neuf
Thiaroye,
Dakar

7. déc. '23, 09:40

Vendeur vérifié

775010471

776926565

775779729","https://www.expat-dakar.com/annonce/acier-5892152","Acier","Neuf","Thiaroye

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca8c08af762b085a74dfc4566e48b46c/-/horizon-files-prod/ed/picture/q8v55kez/d0b1a829a3a3b23b934c1a0ac22dba4d8567eae2.jpg","Je vends des aciers si vous êtes intéressés ou souhaitez plus d'informations ,contactez moi"
"1715911333-171","https://www.expat-dakar.com/equipements-pieces?page=40","Disque frein
Neuf
Thiaroye,
Dakar

7. déc. '23, 09:40

Vendeur vérifié

775010471

776926565

775779729","https://www.expat-dakar.com/annonce/disque-frein-5855805","Disque frein","Neuf","Thiaroye

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6881885cc88a72711ef970ac10689515/-/horizon-files-prod/ed/picture/qngdr4qr/ae49d13a0de93422226da8f5a612d0162fcc1634.jpg","Je vends un disque frein si vous êtes intéressés ou souhaitez plus d'informations, contactez moi"
"1715911336-172","https://www.expat-dakar.com/equipements-pieces?page=40","Poumo DXÎ
Neuf
Thiaroye,
Dakar

7. déc. '23, 09:40

Vendeur vérifié

775010471

776926565

775779729","https://www.expat-dakar.com/annonce/poumo-dxi-5892095","Poumo DXÎ","Neuf","Thiaroye

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/901fae772f1705c8dc08b7563e08f227/-/horizon-files-prod/ed/picture/qq477wrv/feab504155907f89f86baf2c561c3cc9a5b778f4.jpg","Je vends des Poumo DXÎ si vous souhaitez plus d'informations, contactez moi"
